ds,country,store,product,y,unique_id
2019-01-18,Estonia,Kagglazon,Using LLMs to Write Better,308.0,Estonia_Kagglazon_Using LLMs to Write Better
2019-01-18,Japan,Kaggle Learn,Using LLMs to Improve Your Coding,122.0,Japan_Kaggle Learn_Using LLMs to Improve Your Coding
2019-01-18,Japan,Kaggle Learn,Using LLMs to Train More LLMs,107.0,Japan_Kaggle Learn_Using LLMs to Train More LLMs
2019-01-18,Japan,Kaggle Learn,Using LLMs to Win Friends and Influence People,18.0,Japan_Kaggle Learn_Using LLMs to Win Friends and Influence People
2019-01-18,Japan,Kaggle Learn,Using LLMs to Win More Kaggle Competitions,111.0,Japan_Kaggle Learn_Using LLMs to Win More Kaggle Competitions
2019-01-18,Japan,Kaggle Learn,Using LLMs to Write Better,92.0,Japan_Kaggle Learn_Using LLMs to Write Better
2019-01-18,Japan,Kaggle Store,Using LLMs to Improve Your Coding,192.0,Japan_Kaggle Store_Using LLMs to Improve Your Coding
2019-01-18,Japan,Kaggle Store,Using LLMs to Train More LLMs,179.0,Japan_Kaggle Store_Using LLMs to Train More LLMs
2019-01-18,Japan,Kaggle Store,Using LLMs to Win Friends and Influence People,29.0,Japan_Kaggle Store_Using LLMs to Win Friends and Influence People
2019-01-18,Japan,Kaggle Store,Using LLMs to Win More Kaggle Competitions,171.0,Japan_Kaggle Store_Using LLMs to Win More Kaggle Competitions
2019-01-18,Japan,Kaggle Store,Using LLMs to Write Better,158.0,Japan_Kaggle Store_Using LLMs to Write Better
2019-01-18,Japan,Kagglazon,Using LLMs to Improve Your Coding,584.0,Japan_Kagglazon_Using LLMs to Improve Your Coding
2019-01-18,Japan,Kagglazon,Using LLMs to Train More LLMs,659.0,Japan_Kagglazon_Using LLMs to Train More LLMs
2019-01-18,Japan,Kagglazon,Using LLMs to Win Friends and Influence People,109.0,Japan_Kagglazon_Using LLMs to Win Friends and Influence People
2019-01-18,Japan,Kagglazon,Using LLMs to Win More Kaggle Competitions,570.0,Japan_Kagglazon_Using LLMs to Win More Kaggle Competitions
2019-01-18,Japan,Kagglazon,Using LLMs to Write Better,566.0,Japan_Kagglazon_Using LLMs to Write Better
2019-01-18,Spain,Kaggle Learn,Using LLMs to Improve Your Coding,69.0,Spain_Kaggle Learn_Using LLMs to Improve Your Coding
2019-01-18,Spain,Kaggle Learn,Using LLMs to Train More LLMs,65.0,Spain_Kaggle Learn_Using LLMs to Train More LLMs
2019-01-18,Spain,Kaggle Learn,Using LLMs to Win Friends and Influence People,12.0,Spain_Kaggle Learn_Using LLMs to Win Friends and Influence People
2019-01-18,Spain,Kaggle Learn,Using LLMs to Win More Kaggle Competitions,80.0,Spain_Kaggle Learn_Using LLMs to Win More Kaggle Competitions
2019-01-18,Spain,Kaggle Learn,Using LLMs to Write Better,65.0,Spain_Kaggle Learn_Using LLMs to Write Better
2019-01-18,Spain,Kaggle Store,Using LLMs to Improve Your Coding,117.0,Spain_Kaggle Store_Using LLMs to Improve Your Coding
2019-01-18,Spain,Kaggle Store,Using LLMs to Train More LLMs,126.0,Spain_Kaggle Store_Using LLMs to Train More LLMs
2019-01-18,Spain,Kaggle Store,Using LLMs to Win Friends and Influence People,18.0,Spain_Kaggle Store_Using LLMs to Win Friends and Influence People
2019-01-18,Spain,Kaggle Store,Using LLMs to Win More Kaggle Competitions,119.0,Spain_Kaggle Store_Using LLMs to Win More Kaggle Competitions
2019-01-18,Spain,Kaggle Store,Using LLMs to Write Better,103.0,Spain_Kaggle Store_Using LLMs to Write Better
2019-01-18,Spain,Kagglazon,Using LLMs to Improve Your Coding,418.0,Spain_Kagglazon_Using LLMs to Improve Your Coding
2019-01-18,Spain,Kagglazon,Using LLMs to Train More LLMs,464.0,Spain_Kagglazon_Using LLMs to Train More LLMs
2019-01-18,Spain,Kagglazon,Using LLMs to Win Friends and Influence People,71.0,Spain_Kagglazon_Using LLMs to Win Friends and Influence People
2019-01-18,Spain,Kagglazon,Using LLMs to Win More Kaggle Competitions,415.0,Spain_Kagglazon_Using LLMs to Win More Kaggle Competitions
2019-01-18,Spain,Kagglazon,Using LLMs to Write Better,378.0,Spain_Kagglazon_Using LLMs to Write Better
2019-01-19,Argentina,Kaggle Learn,Using LLMs to Improve Your Coding,26.0,Argentina_Kaggle Learn_Using LLMs to Improve Your Coding
2019-01-19,Argentina,Kaggle Learn,Using LLMs to Train More LLMs,27.0,Argentina_Kaggle Learn_Using LLMs to Train More LLMs
2019-01-19,Argentina,Kaggle Learn,Using LLMs to Win Friends and Influence People,4.0,Argentina_Kaggle Learn_Using LLMs to Win Friends and Influence People
2019-01-19,Argentina,Kaggle Learn,Using LLMs to Win More Kaggle Competitions,28.0,Argentina_Kaggle Learn_Using LLMs to Win More Kaggle Competitions
2019-01-19,Argentina,Kaggle Learn,Using LLMs to Write Better,20.0,Argentina_Kaggle Learn_Using LLMs to Write Better
2019-01-19,Argentina,Kaggle Store,Using LLMs to Improve Your Coding,43.0,Argentina_Kaggle Store_Using LLMs to Improve Your Coding
2019-01-19,Argentina,Kaggle Store,Using LLMs to Train More LLMs,45.0,Argentina_Kaggle Store_Using LLMs to Train More LLMs
2019-01-19,Argentina,Kaggle Store,Using LLMs to Win Friends and Influence People,6.0,Argentina_Kaggle Store_Using LLMs to Win Friends and Influence People
2019-01-19,Argentina,Kaggle Store,Using LLMs to Win More Kaggle Competitions,41.0,Argentina_Kaggle Store_Using LLMs to Win More Kaggle Competitions
2019-01-19,Argentina,Kaggle Store,Using LLMs to Write Better,37.0,Argentina_Kaggle Store_Using LLMs to Write Better
2019-01-19,Argentina,Kagglazon,Using LLMs to Improve Your Coding,145.0,Argentina_Kagglazon_Using LLMs to Improve Your Coding
2019-01-19,Argentina,Kagglazon,Using LLMs to Train More LLMs,154.0,Argentina_Kagglazon_Using LLMs to Train More LLMs
2019-01-19,Argentina,Kagglazon,Using LLMs to Win Friends and Influence People,25.0,Argentina_Kagglazon_Using LLMs to Win Friends and Influence People
2019-01-19,Argentina,Kagglazon,Using LLMs to Win More Kaggle Competitions,162.0,Argentina_Kagglazon_Using LLMs to Win More Kaggle Competitions
2019-01-19,Argentina,Kagglazon,Using LLMs to Write Better,127.0,Argentina_Kagglazon_Using LLMs to Write Better
2019-01-19,Canada,Kaggle Learn,Using LLMs to Improve Your Coding,123.0,Canada_Kaggle Learn_Using LLMs to Improve Your Coding
2019-01-19,Canada,Kaggle Learn,Using LLMs to Train More LLMs,118.0,Canada_Kaggle Learn_Using LLMs to Train More LLMs
2019-01-19,Canada,Kaggle Learn,Using LLMs to Win Friends and Influence People,20.0,Canada_Kaggle Learn_Using LLMs to Win Friends and Influence People
2019-01-19,Canada,Kaggle Learn,Using LLMs to Win More Kaggle Competitions,123.0,Canada_Kaggle Learn_Using LLMs to Win More Kaggle Competitions
2019-01-19,Canada,Kaggle Learn,Using LLMs to Write Better,104.0,Canada_Kaggle Learn_Using LLMs to Write Better
2019-01-19,Canada,Kaggle Store,Using LLMs to Improve Your Coding,201.0,Canada_Kaggle Store_Using LLMs to Improve Your Coding
2019-01-19,Canada,Kaggle Store,Using LLMs to Train More LLMs,202.0,Canada_Kaggle Store_Using LLMs to Train More LLMs
2019-01-19,Canada,Kaggle Store,Using LLMs to Win Friends and Influence People,30.0,Canada_Kaggle Store_Using LLMs to Win Friends and Influence People
2019-01-19,Canada,Kaggle Store,Using LLMs to Win More Kaggle Competitions,176.0,Canada_Kaggle Store_Using LLMs to Win More Kaggle Competitions
2019-01-19,Canada,Kaggle Store,Using LLMs to Write Better,175.0,Canada_Kaggle Store_Using LLMs to Write Better
2019-01-19,Canada,Kagglazon,Using LLMs to Improve Your Coding,676.0,Canada_Kagglazon_Using LLMs to Improve Your Coding
2019-01-19,Canada,Kagglazon,Using LLMs to Train More LLMs,666.0,Canada_Kagglazon_Using LLMs to Train More LLMs
2019-01-19,Canada,Kagglazon,Using LLMs to Win Friends and Influence People,112.0,Canada_Kagglazon_Using LLMs to Win Friends and Influence People
2019-01-19,Canada,Kagglazon,Using LLMs to Win More Kaggle Competitions,707.0,Canada_Kagglazon_Using LLMs to Win More Kaggle Competitions
2019-01-19,Canada,Kagglazon,Using LLMs to Write Better,590.0,Canada_Kagglazon_Using LLMs to Write Better
2019-01-19,Estonia,Kaggle Learn,Using LLMs to Improve Your Coding,63.0,Estonia_Kaggle Learn_Using LLMs to Improve Your Coding
2019-01-19,Estonia,Kaggle Learn,Using LLMs to Train More LLMs,68.0,Estonia_Kaggle Learn_Using LLMs to Train More LLMs
2019-01-19,Estonia,Kaggle Learn,Using LLMs to Win Friends and Influence People,10.0,Estonia_Kaggle Learn_Using LLMs to Win Friends and Influence People
2019-01-19,Estonia,Kaggle Learn,Using LLMs to Win More Kaggle Competitions,59.0,Estonia_Kaggle Learn_Using LLMs to Win More Kaggle Competitions
2019-01-19,Estonia,Kaggle Learn,Using LLMs to Write Better,54.0,Estonia_Kaggle Learn_Using LLMs to Write Better
2019-01-19,Estonia,Kaggle Store,Using LLMs to Improve Your Coding,97.0,Estonia_Kaggle Store_Using LLMs to Improve Your Coding
2019-01-19,Estonia,Kaggle Store,Using LLMs to Train More LLMs,98.0,Estonia_Kaggle Store_Using LLMs to Train More LLMs
2019-01-19,Estonia,Kaggle Store,Using LLMs to Win Friends and Influence People,16.0,Estonia_Kaggle Store_Using LLMs to Win Friends and Influence People
2019-01-19,Estonia,Kaggle Store,Using LLMs to Win More Kaggle Competitions,93.0,Estonia_Kaggle Store_Using LLMs to Win More Kaggle Competitions
2019-01-19,Estonia,Kaggle Store,Using LLMs to Write Better,87.0,Estonia_Kaggle Store_Using LLMs to Write Better
2019-01-19,Estonia,Kagglazon,Using LLMs to Improve Your Coding,349.0,Estonia_Kagglazon_Using LLMs to Improve Your Coding
2019-01-19,Estonia,Kagglazon,Using LLMs to Train More LLMs,339.0,Estonia_Kagglazon_Using LLMs to Train More LLMs
2019-01-19,Estonia,Kagglazon,Using LLMs to Win Friends and Influence People,56.0,Estonia_Kagglazon_Using LLMs to Win Friends and Influence People
2019-01-19,Estonia,Kagglazon,Using LLMs to Win More Kaggle Competitions,350.0,Estonia_Kagglazon_Using LLMs to Win More Kaggle Competitions
2019-01-19,Estonia,Kagglazon,Using LLMs to Write Better,290.0,Estonia_Kagglazon_Using LLMs to Write Better
2019-01-19,Japan,Kaggle Learn,Using LLMs to Improve Your Coding,120.0,Japan_Kaggle Learn_Using LLMs to Improve Your Coding
2019-01-19,Japan,Kaggle Learn,Using LLMs to Train More LLMs,126.0,Japan_Kaggle Learn_Using LLMs to Train More LLMs
2019-01-19,Japan,Kaggle Learn,Using LLMs to Win Friends and Influence People,18.0,Japan_Kaggle Learn_Using LLMs to Win Friends and Influence People
2019-01-19,Japan,Kaggle Learn,Using LLMs to Win More Kaggle Competitions,119.0,Japan_Kaggle Learn_Using LLMs to Win More Kaggle Competitions
2019-01-19,Japan,Kaggle Learn,Using LLMs to Write Better,102.0,Japan_Kaggle Learn_Using LLMs to Write Better
2019-01-19,Japan,Kaggle Store,Using LLMs to Improve Your Coding,186.0,Japan_Kaggle Store_Using LLMs to Improve Your Coding
2019-01-19,Japan,Kaggle Store,Using LLMs to Train More LLMs,187.0,Japan_Kaggle Store_Using LLMs to Train More LLMs
2019-01-19,Japan,Kaggle Store,Using LLMs to Win Friends and Influence People,29.0,Japan_Kaggle Store_Using LLMs to Win Friends and Influence People
2019-01-19,Japan,Kaggle Store,Using LLMs to Win More Kaggle Competitions,179.0,Japan_Kaggle Store_Using LLMs to Win More Kaggle Competitions
2019-01-19,Japan,Kaggle Store,Using LLMs to Write Better,175.0,Japan_Kaggle Store_Using LLMs to Write Better
2019-01-19,Japan,Kagglazon,Using LLMs to Improve Your Coding,710.0,Japan_Kagglazon_Using LLMs to Improve Your Coding
2019-01-19,Japan,Kagglazon,Using LLMs to Train More LLMs,767.0,Japan_Kagglazon_Using LLMs to Train More LLMs
2019-01-19,Japan,Kagglazon,Using LLMs to Win Friends and Influence People,108.0,Japan_Kagglazon_Using LLMs to Win Friends and Influence People
2019-01-19,Japan,Kagglazon,Using LLMs to Win More Kaggle Competitions,679.0,Japan_Kagglazon_Using LLMs to Win More Kaggle Competitions
2019-01-19,Japan,Kagglazon,Using LLMs to Write Better,533.0,Japan_Kagglazon_Using LLMs to Write Better
2019-01-19,Spain,Kaggle Learn,Using LLMs to Improve Your Coding,77.0,Spain_Kaggle Learn_Using LLMs to Improve Your Coding
2019-01-19,Spain,Kaggle Learn,Using LLMs to Train More LLMs,82.0,Spain_Kaggle Learn_Using LLMs to Train More LLMs
2019-01-19,Spain,Kaggle Learn,Using LLMs to Win Friends and Influence People,13.0,Spain_Kaggle Learn_Using LLMs to Win Friends and Influence People
2019-01-19,Spain,Kaggle Learn,Using LLMs to Win More Kaggle Competitions,88.0,Spain_Kaggle Learn_Using LLMs to Win More Kaggle Competitions
2019-01-19,Spain,Kaggle Learn,Using LLMs to Write Better,69.0,Spain_Kaggle Learn_Using LLMs to Write Better
2019-01-19,Spain,Kaggle Store,Using LLMs to Improve Your Coding,120.0,Spain_Kaggle Store_Using LLMs to Improve Your Coding
2019-01-19,Spain,Kaggle Store,Using LLMs to Train More LLMs,118.0,Spain_Kaggle Store_Using LLMs to Train More LLMs
2019-01-19,Spain,Kaggle Store,Using LLMs to Win Friends and Influence People,20.0,Spain_Kaggle Store_Using LLMs to Win Friends and Influence People
2019-01-19,Spain,Kaggle Store,Using LLMs to Win More Kaggle Competitions,131.0,Spain_Kaggle Store_Using LLMs to Win More Kaggle Competitions
2019-01-19,Spain,Kaggle Store,Using LLMs to Write Better,92.0,Spain_Kaggle Store_Using LLMs to Write Better
2019-01-19,Spain,Kagglazon,Using LLMs to Improve Your Coding,456.0,Spain_Kagglazon_Using LLMs to Improve Your Coding
2019-01-19,Spain,Kagglazon,Using LLMs to Train More LLMs,472.0,Spain_Kagglazon_Using LLMs to Train More LLMs
2019-01-19,Spain,Kagglazon,Using LLMs to Win Friends and Influence People,71.0,Spain_Kagglazon_Using LLMs to Win Friends and Influence People
2019-01-19,Spain,Kagglazon,Using LLMs to Win More Kaggle Competitions,414.0,Spain_Kagglazon_Using LLMs to Win More Kaggle Competitions
2019-01-19,Spain,Kagglazon,Using LLMs to Write Better,374.0,Spain_Kagglazon_Using LLMs to Write Better
2019-01-20,Argentina,Kaggle Learn,Using LLMs to Improve Your Coding,25.0,Argentina_Kaggle Learn_Using LLMs to Improve Your Coding
2019-01-20,Argentina,Kaggle Learn,Using LLMs to Train More LLMs,31.0,Argentina_Kaggle Learn_Using LLMs to Train More LLMs
2019-01-20,Argentina,Kaggle Learn,Using LLMs to Win Friends and Influence People,4.0,Argentina_Kaggle Learn_Using LLMs to Win Friends and Influence People
2019-01-20,Argentina,Kaggle Learn,Using LLMs to Win More Kaggle Competitions,29.0,Argentina_Kaggle Learn_Using LLMs to Win More Kaggle Competitions
2019-01-20,Argentina,Kaggle Learn,Using LLMs to Write Better,22.0,Argentina_Kaggle Learn_Using LLMs to Write Better
2019-01-20,Argentina,Kaggle Store,Using LLMs to Improve Your Coding,45.0,Argentina_Kaggle Store_Using LLMs to Improve Your Coding
2019-01-20,Argentina,Kaggle Store,Using LLMs to Train More LLMs,49.0,Argentina_Kaggle Store_Using LLMs to Train More LLMs
2019-01-20,Argentina,Kaggle Store,Using LLMs to Win Friends and Influence People,6.0,Argentina_Kaggle Store_Using LLMs to Win Friends and Influence People
2019-01-20,Argentina,Kaggle Store,Using LLMs to Win More Kaggle Competitions,42.0,Argentina_Kaggle Store_Using LLMs to Win More Kaggle Competitions
2019-01-20,Argentina,Kaggle Store,Using LLMs to Write Better,40.0,Argentina_Kaggle Store_Using LLMs to Write Better
2019-01-20,Argentina,Kagglazon,Using LLMs to Improve Your Coding,150.0,Argentina_Kagglazon_Using LLMs to Improve Your Coding
2019-01-20,Argentina,Kagglazon,Using LLMs to Train More LLMs,161.0,Argentina_Kagglazon_Using LLMs to Train More LLMs
2019-01-20,Argentina,Kagglazon,Using LLMs to Win Friends and Influence People,26.0,Argentina_Kagglazon_Using LLMs to Win Friends and Influence People
2019-01-20,Argentina,Kagglazon,Using LLMs to Win More Kaggle Competitions,160.0,Argentina_Kagglazon_Using LLMs to Win More Kaggle Competitions
2019-01-20,Argentina,Kagglazon,Using LLMs to Write Better,151.0,Argentina_Kagglazon_Using LLMs to Write Better
2019-01-20,Canada,Kaggle Learn,Using LLMs to Improve Your Coding,136.0,Canada_Kaggle Learn_Using LLMs to Improve Your Coding
2019-01-20,Canada,Kaggle Learn,Using LLMs to Train More LLMs,138.0,Canada_Kaggle Learn_Using LLMs to Train More LLMs
2019-01-20,Canada,Kaggle Learn,Using LLMs to Win Friends and Influence People,19.0,Canada_Kaggle Learn_Using LLMs to Win Friends and Influence People
2019-01-20,Canada,Kaggle Learn,Using LLMs to Win More Kaggle Competitions,118.0,Canada_Kaggle Learn_Using LLMs to Win More Kaggle Competitions
2019-01-20,Canada,Kaggle Learn,Using LLMs to Write Better,112.0,Canada_Kaggle Learn_Using LLMs to Write Better
2019-01-20,Canada,Kaggle Store,Using LLMs to Improve Your Coding,207.0,Canada_Kaggle Store_Using LLMs to Improve Your Coding
2019-01-20,Canada,Kaggle Store,Using LLMs to Train More LLMs,223.0,Canada_Kaggle Store_Using LLMs to Train More LLMs
2019-01-20,Canada,Kaggle Store,Using LLMs to Win Friends and Influence People,33.0,Canada_Kaggle Store_Using LLMs to Win Friends and Influence People
2019-01-20,Canada,Kaggle Store,Using LLMs to Win More Kaggle Competitions,207.0,Canada_Kaggle Store_Using LLMs to Win More Kaggle Competitions
2019-01-20,Canada,Kaggle Store,Using LLMs to Write Better,191.0,Canada_Kaggle Store_Using LLMs to Write Better
2019-01-20,Canada,Kagglazon,Using LLMs to Improve Your Coding,832.0,Canada_Kagglazon_Using LLMs to Improve Your Coding
2019-01-20,Canada,Kagglazon,Using LLMs to Train More LLMs,851.0,Canada_Kagglazon_Using LLMs to Train More LLMs
2019-01-20,Canada,Kagglazon,Using LLMs to Win Friends and Influence People,127.0,Canada_Kagglazon_Using LLMs to Win Friends and Influence People
2019-01-20,Canada,Kagglazon,Using LLMs to Win More Kaggle Competitions,733.0,Canada_Kagglazon_Using LLMs to Win More Kaggle Competitions
2019-01-20,Canada,Kagglazon,Using LLMs to Write Better,573.0,Canada_Kagglazon_Using LLMs to Write Better
2019-01-20,Estonia,Kaggle Learn,Using LLMs to Improve Your Coding,68.0,Estonia_Kaggle Learn_Using LLMs to Improve Your Coding
2019-01-20,Estonia,Kaggle Learn,Using LLMs to Train More LLMs,68.0,Estonia_Kaggle Learn_Using LLMs to Train More LLMs
2019-01-20,Estonia,Kaggle Learn,Using LLMs to Win Friends and Influence People,11.0,Estonia_Kaggle Learn_Using LLMs to Win Friends and Influence People
2019-01-20,Estonia,Kaggle Learn,Using LLMs to Win More Kaggle Competitions,70.0,Estonia_Kaggle Learn_Using LLMs to Win More Kaggle Competitions
2019-01-20,Estonia,Kaggle Learn,Using LLMs to Write Better,59.0,Estonia_Kaggle Learn_Using LLMs to Write Better
2019-01-20,Estonia,Kaggle Store,Using LLMs to Improve Your Coding,113.0,Estonia_Kaggle Store_Using LLMs to Improve Your Coding
2019-01-20,Estonia,Kaggle Store,Using LLMs to Train More LLMs,112.0,Estonia_Kaggle Store_Using LLMs to Train More LLMs
2019-01-20,Estonia,Kaggle Store,Using LLMs to Win Friends and Influence People,17.0,Estonia_Kaggle Store_Using LLMs to Win Friends and Influence People
2019-01-20,Estonia,Kaggle Store,Using LLMs to Win More Kaggle Competitions,107.0,Estonia_Kaggle Store_Using LLMs to Win More Kaggle Competitions
2019-01-20,Estonia,Kaggle Store,Using LLMs to Write Better,87.0,Estonia_Kaggle Store_Using LLMs to Write Better
2019-01-20,Estonia,Kagglazon,Using LLMs to Improve Your Coding,381.0,Estonia_Kagglazon_Using LLMs to Improve Your Coding
2019-01-20,Estonia,Kagglazon,Using LLMs to Train More LLMs,406.0,Estonia_Kagglazon_Using LLMs to Train More LLMs
2019-01-20,Estonia,Kagglazon,Using LLMs to Win Friends and Influence People,69.0,Estonia_Kagglazon_Using LLMs to Win Friends and Influence People
